#,id,areaEllipse1(pi.A.B),areaEllipse2(pi.A.B),OverlapAreaAnalytical,OverlapAreaPolynomial,err
0,12.5664,3.1416,0.0000,0.0000,0.0000
1,12.5664,3.1416,0.0000,0.0000,0.0000
2,12.5664,3.1416,0.0000,0.0000,0.0000
3,12.5664,3.1416,0.0000,0.0000,0.0000
4,12.5664,3.1416,0.0000,0.0000,0.0000
5,12.5664,3.1416,0.0000,0.0000,0.0000
6,12.5664,3.1416,0.0000,0.0000,0.0000
7,12.5664,3.1416,0.0000,0.0000,0.0000
8,12.5664,3.1416,0.0000,0.0000,0.0000
9,12.5664,3.1416,0.0000,0.0000,0.0000
10,12.5664,3.1416,0.0000,0.0000,0.0000
11,12.5664,3.1416,0.0000,0.0000,0.0000
12,12.5664,3.1416,0.0000,0.0000,0.0000
13,12.5664,3.1416,0.0000,0.0000,0.0000
14,12.5664,3.1416,0.0000,0.0000,0.0000
15,12.5664,3.1416,0.0000,0.0000,0.0000
16,12.5664,3.1416,0.0000,0.0000,0.0000
17,12.5664,3.1416,0.0000,0.0000,0.0000
18,12.5664,3.1416,0.0000,0.0000,0.0000
19,12.5664,3.1416,0.0000,0.0000,0.0000
20,12.5664,3.1416,0.0000,0.0000,0.0000
21,12.5664,3.1416,0.0000,0.0000,0.0000
22,12.5664,3.1416,0.0000,0.0000,0.0000
23,12.5664,3.1416,0.0000,0.0000,0.0000
24,12.5664,3.1416,0.0000,0.0000,0.0000
25,12.5664,3.1416,0.0000,0.0000,0.0000
26,12.5664,3.1416,0.0000,0.0000,0.0000
27,12.5664,3.1416,0.0000,0.0000,0.0000
28,12.5664,3.1416,0.0000,0.0000,0.0000
29,12.5664,3.1416,0.0000,0.0000,0.0000
30,12.5664,3.1416,0.0000,0.0000,0.0000
31,12.5664,3.1416,0.0000,0.0000,0.0000
32,12.5664,3.1416,0.0000,0.0000,0.0000
33,12.5664,3.1416,0.0000,0.0000,0.0000
34,12.5664,3.1416,0.0000,0.0000,0.0000
35,12.5664,3.1416,0.0000,0.0000,0.0000
36,12.5664,3.1416,0.0000,0.0000,0.0000
37,12.5664,3.1416,0.0000,0.0000,0.0000
38,12.5664,3.1416,0.0000,0.0000,0.0000
39,12.5664,3.1416,0.0000,0.0000,0.0000
40,12.5664,3.1416,0.0000,0.0000,0.0000
41,12.5664,3.1416,0.0000,0.0000,0.0000
42,12.5664,3.1416,0.0000,0.0000,0.0000
43,12.5664,3.1416,0.0000,0.0000,0.0000
44,12.5664,3.1416,0.0000,0.0000,0.0000
45,12.5664,3.1416,0.0000,0.0000,0.0000
46,12.5664,3.1416,0.0000,0.0000,0.0000
47,12.5664,3.1416,0.0000,0.0000,0.0000
48,12.5664,3.1416,0.0000,0.0000,0.0000
49,12.5664,3.1416,0.0000,0.0000,0.0000
